225 225
1 203 3.1359357687756496e-16
1 204 1.6739097954301955e-16
1 205 1.0291129493827663e-16
1 206 6.221053247962221e-17
1 207 3.2107469623036504e-17
1 208 1.3869814676546241e-17
1 209 4.005612004415458e-18
1 210 1.0318021517224358e-18
1 211 1.271214242065095e-15
1 212 2.915242984138604e-15
1 213 5.6058722529643445e-15
1 214 7.09108106061705e-15
1 215 3.869541319741582e-15
1 216 1.9741853763345265e-15
1 217 8.299522351459414e-16
1 218 4.054788759226483e-16
1 219 2.3146326753551227e-16
1 220 1.394484464799074e-16
1 221 8.567996749605e-17
1 222 4.4244763638486725e-17
1 223 1.864448883049252e-17
1 224 5.364666746268426e-18
1 225 1.3240094147654375e-18
2 1 9.171495639483349e-10
2 2 2.7443454402746113e-06
2 3 3.6560438491955033e-09
2 4 4.251914846249287e-09
2 5 7.502146226138955e-10
2 6 3.2018724337964514e-10
2 7 6.321753424478966e-12
2 8 1.2749585743390033e-11
2 9 4.882186279222595e-12
2 10 1.9577755502372163e-12
2 11 5.934181749902987e-13
2 12 5.771013012351888e-14
2 13 4.710039102668025e-14
2 14 -6.2072282224563796e-15
2 15 5.427239306307323e-15
2 16 2.2850447449398765e-12
2 17 4.9761104216535695e-12
2 18 9.448115451468866e-12
2 19 1.1025489571600454e-11
2 20 3.260465307616926e-12
2 21 1.7286515120408673e-12
2 22 4.737942564441193e-13
2 23 2.1769583661747138e-13
2 24 8.407739862414206e-14
2 25 3.285041000976497e-14
2 26 1.508428385849607e-14
2 27 7.082952024480595e-15
2 28 3.3715598598779387e-15
2 29 1.4726025163889319e-15
2 30 5.581207823719981e-16
2 31 3.0118159177909833e-12
2 32 7.006262731687426e-12
2 33 1.270400973287974e-11
2 34 1.4942410378382133e-11
2 35 4.443169563733837e-12
2 36 2.0758162840497846e-12
2 37 6.14197170597776e-13
2 38 2.713389706734432e-13
2 39 9.927653494538002e-14
2 40 4.201548436405453e-14
2 41 1.8962175995551148e-14
2 42 8.696973072937933e-15
2 43 4.280218125794972e-15
2 44 1.790632111284721e-15
2 45 6.289997737517079e-16
2 46 3.607774220340427e-12
2 47 8.369268572619135e-12
2 48 1.5936657127926995e-11
2 49 1.8342686291491185e-11
2 50 5.136512747513634e-12
2 51 2.815040649424008e-12
2 52 7.093292558364508e-13
2 53 3.34066295192998e-13
2 54 1.222362354852165e-13
2 55 5.0081870630964195e-14
2 56 2.3226682943347364e-14
2 57 1.0698213182259613e-14
2 58 5.20886120610583e-15
2 59 2.148740989046604e-15
2 60 7.624042945239476e-16
2 61 4.239154604702185e-12
2 62 8.839836515862477e-12
2 63 1.7672971051785954e-11
2 64 2.049438716836737e-11
2 65 5.807535850181262e-12
2 66 2.8915344797912273e-12
2 67 7.848309520618142e-13
2 68 3.5877946942486953e-13
2 69 1.3114007020728378e-13
2 70 5.279624503439486e-14
2 71 2.5305746526253153e-14
2 72 1.1265069493813486e-14
2 73 5.528886619169502e-15
2 74 2.266390591675165e-15
2 75 7.677250794931615e-16
2 76 1.1056050113179189e-16
2 77 2.648688838694223e-16
2 78 5.223133539386887e-16
2 79 6.829262390995639e-16
2 80 4.4070855824992335e-16
2 81 2.29735737120088e-16
2 82 9.302498957609917e-17
2 83 4.113368164063244e-17
2 84 2.1407949151508928e-17
2 85 1.2846229251766785e-17
2 86 8.133125830497825e-18
2 87 4.4882543408951595e-18
2 88 2.1542722298305826e-18
2 89 7.087298215319243e-19
2 90 1.9064718135274246e-19
2 91 2.474039167185541e-16
2 92 5.740934747654582e-16
2 93 1.1440968375783366e-15
2 94 1.6284298176209126e-15
2 95 9.766104574254454e-16
2 96 5.071745922875679e-16
2 97 2.138549288831839e-16
2 98 9.581764927121427e-17
2 99 5.0377268083110645e-17
2 100 2.925655261425384e-17
2 101 1.7930899407442648e-17
2 102 1.0226958401341204e-17
2 103 4.530703502998198e-18
2 104 1.549029597612475e-18
2 105 4.0309840999388085e-19
2 106 1.4519884979735712e-15
2 107 3.3681573516530813e-15
2 108 6.522655695661411e-15
2 109 8.672025249571686e-15
2 110 5.312616236025756e-15
2 111 2.8682444956132934e-15
2 112 1.1444617372176301e-15
2 113 5.024488206313285e-16
2 114 2.6647581211930816e-16
2 115 1.5479951474680287e-16
2 116 9.454727706900923e-17
2 117 5.3751168408882854e-17
2 118 2.4510169177119098e-17
2 119 8.316202019662153e-18
2 120 2.056364445004133e-18
2 121 3.785094307351993e-15
2 122 8.547750852634066e-15
2 123 1.6583345464802706e-14
2 124 2.1208264032522522e-14
2 125 1.404675064348214e-14
2 126 6.69797551913782e-15
2 127 2.791316437704112e-15
2 128 1.2617378929390954e-15
2 129 6.599753337620211e-16
2 130 3.945244265716271e-16
2 131 2.454953677381486e-16
2 132 1.3429545562334538e-16
2 133 6.224313699277826e-17
2 134 2.0031318162327122e-17
2 135 4.895981848163387e-18
2 136 4.7877260431313724e-15
2 137 1.0796380252206995e-14
2 138 2.037614022246398e-14
2 139 2.843912865639329e-14
2 140 1.6818620196240513e-14
2 141 8.911863987781851e-15
2 142 3.6339557876782975e-15
2 143 1.6977214637315997e-15
2 144 8.749878098528201e-16
2 145 5.216761100062719e-16
2 146 3.2690169986989074e-16
2 147 1.7715491003509645e-16
2 148 8.069289796090572e-17
2 149 2.6702903754556913e-17
2 150 6.261939185862377e-18
2 151 6.683130527194134e-17
2 152 1.5924597524129742e-16
2 153 3.113087226429815e-16
2 154 3.9152754044595566e-16
2 155 2.4370453599285596e-16
2 156 1.2321858139168745e-16
2 157 4.991940420675059e-17
2 158 2.440591434510206e-17
2 159 1.387770036406409e-17
2 160 8.610291523239517e-18
2 161 5.1907444478207595e-18
2 162 2.6634883730582584e-18
2 163 1.1636711552864781e-18
2 164 3.513132055423844e-19
2 165 9.589933963024239e-20
2 166 1.548701049591087e-16
2 167 3.54085690674152e-16
2 168 6.811919186544971e-16
2 169 8.714221090269868e-16
2 170 5.2572495679264e-16
2 171 2.6582774480123746e-16
2 172 1.124347913666878e-16
2 173 5.753830284099445e-17
2 174 3.044398846968125e-17
2 175 1.812321669833548e-17
2 176 1.1208487702049777e-17
2 177 6.047548824746655e-18
2 178 2.668472510054195e-18
2 179 7.987409098674726e-19
2 180 2.1675498680600148e-19
2 181 8.199866725057288e-16
2 182 1.943276780815201e-15
2 183 3.713563734966789e-15
2 184 4.6458654130488274e-15
2 185 2.7456176833312257e-15
2 186 1.426898187122048e-15
2 187 6.098368942611437e-16
2 188 3.0648429028013227e-16
2 189 1.6785787063882604e-16
2 190 1.0149319501684886e-16
2 191 6.008860319171138e-17
2 192 3.2078195395638556e-17
2 193 1.4216472418154794e-17
2 194 4.084609267459491e-18
2 195 1.0475108198544108e-18
2 196 2.083444556589983e-15
2 197 4.698679763590991e-15
2 198 8.949783853071268e-15
2 199 1.247787210507667e-14
2 200 7.300797603085593e-15
2 201 3.602385066380579e-15
2 202 1.5167153052230778e-15
2 203 7.733699488434334e-16
2 204 4.1099178632679603e-16
2 205 2.527710150572475e-16
2 206 1.5285299339741412e-16
2 207 7.892964608054366e-17
2 208 3.408684991610854e-17
2 209 9.844866275848543e-18
2 210 2.535705816240315e-18
2 211 2.8190079433177127e-15
2 212 6.4786121093564175e-15
2 213 1.254261675651081e-14
2 214 1.61943772887395e-14
2 215 9.450420310207627e-15
2 216 4.7983802445475745e-15
2 217 2.050266610154511e-15
2 218 9.999697207776908e-16
2 219 5.68301499945259e-16
2 220 3.4251226306552374e-16
2 221 2.1051777179028866e-16
2 222 1.087668265657444e-16
2 223 4.5821202932898975e-17
2 224 1.3185153164662753e-17
2 225 3.2538077452662287e-18
3 1 1.6672546805462818e-09
3 2 3.6560438491955033e-09
3 3 1.0773886183102612e-06
3 4 8.346074264355847e-09
3 5 2.2053779427618696e-09
3 6 6.975394739655115e-10
3 7 6.336349345050492e-11
3 8 3.0846167890063005e-11
3 9 1.096694516024691e-11
3 10 4.1232542683642116e-12
3 11 1.3143420234097758e-12
3 12 2.2265764676842824e-13
3 13 1.0693990625529986e-13
3 14 -5.286038978458627e-16
3 15 8.92664649089553e-15
3 16 4.2089616790936385e-12
3 17 9.223035184556786e-12
3 18 1.7814862838401915e-11
3 19 2.2014795892234363e-11
3 20 8.618993484873675e-12
3 21 4.04757460722139e-12
3 22 1.2734071160854413e-12
3 23 5.380021615291019e-13
3 24 2.07607824807247e-13
3 25 8.013586858981916e-14
3 26 3.7209816930049944e-14
3 27 1.77828537502411e-14
3 28 8.365897219603547e-15
3 29 3.695467142433394e-15
3 30 1.3775160328363682e-15
3 31 5.543153546200338e-12
3 32 1.2975503911431784e-11
3 33 2.393198736762673e-11
3 34 2.9804771092892736e-11
3 35 1.1793099420191557e-11
3 36 4.848864995183052e-12
3 37 1.6650443534322353e-12
3 38 6.703668841409529e-13
3 39 2.447778356639117e-13
3 40 1.022451775347717e-13
3 41 4.672741548091931e-14
3 42 2.185578460545115e-14
3 43 1.0618188391296218e-14
3 44 4.497256142239694e-15
3 45 1.5512000017134564e-15
3 46 6.635399088371477e-12
3 47 1.548746094402728e-11
3 48 2.999625949273988e-11
3 49 3.655244183597663e-11
3 50 1.3687234926795579e-11
3 51 6.5608074518986884e-12
3 52 1.9386601841314987e-12
3 53 8.251081091520295e-13
3 54 3.0102189189531763e-13
3 55 1.216386504446119e-13
3 56 5.719019112247538e-14
3 57 2.690390379966255e-14
3 58 1.2919746253535883e-14
3 59 5.400200111918262e-15
3 60 1.8788847048062465e-15
3 61 7.792133815495972e-12
3 62 1.6349643849968108e-11
3 63 3.324557992767186e-11
3 64 4.081548046583576e-11
3 65 1.551641116237146e-11
3 66 6.7294027703716256e-12
3 67 2.1545245489014955e-12
3 68 8.860097186025797e-13
3 69 3.2273293498054716e-13
3 70 1.281177944292006e-13
3 71 6.228615628599246e-14
3 72 2.8338709622053494e-14
3 73 1.3712365526928053e-14
3 74 5.697836872630567e-15
3 75 1.8913341537905015e-15
3 76 2.1341551830139013e-16
3 77 5.1478854660730685e-16
3 78 1.0336049649537642e-15
3 79 1.4234853792436264e-15
3 80 1.0611073989774594e-15
3 81 5.601950809716382e-16
3 82 2.343490729734029e-16
3 83 1.0193521868285759e-16
3 84 5.335087037466161e-17
3 85 3.189545980817078e-17
3 86 2.022378486372548e-17
3 87 1.1170082955550749e-17
3 88 5.357912405086823e-18
3 89 1.7641843806181895e-18
3 90 4.735877631518056e-19
3 91 4.779751496413725e-16
3 92 1.1167086269269286e-15
3 93 2.2661799359885272e-15
3 94 3.3971028837458206e-15
3 95 2.3500435840377557e-15
3 96 1.2367653061263652e-15
3 97 5.3840870246730235e-16
3 98 2.3745288585318306e-16
3 99 1.2555548352157575e-16
3 100 7.264131142724476e-17
3 101 4.458751486253876e-17
3 102 2.545203187209598e-17
3 103 1.1268399985629722e-17
3 104 3.855795092052668e-18
3 105 1.001374200235879e-18
3 106 2.8033466594090425e-15
3 107 6.547556139580553e-15
3 108 1.2910371642187468e-14
3 109 1.8079364961065964e-14
3 110 1.2789522294525655e-14
3 111 6.994118224993039e-15
3 112 2.882747300348297e-15
3 113 1.2451444969743472e-15
3 114 6.64096907069741e-16
3 115 3.8434759691890737e-16
3 116 2.3510146376367594e-16
3 117 1.3377229945755654e-16
3 118 6.09595421871865e-17
3 119 2.0700756079271674e-17
3 120 5.108241355441176e-18
3 121 7.302967434244338e-15
3 122 1.6605157267004844e-14
3 123 3.280071397365196e-14
3 124 4.418617163560542e-14
3 125 3.3831767833287775e-14
3 126 1.633216197168585e-14
3 127 7.034421941482144e-15
3 128 3.1267426464798012e-15
3 129 1.644656657676257e-15
3 130 9.795415632850845e-16
3 131 6.104425547764039e-16
3 132 3.342272972402818e-16
3 133 1.5480522443266784e-16
3 134 4.9862947571715786e-17
3 135 1.2161885353714204e-17
3 136 9.235406844150715e-15
3 137 2.0968715225034137e-14
3 138 4.0293326196675385e-14
3 139 5.923859188982008e-14
3 140 4.0514218641138806e-14
3 141 2.173015560576459e-14
3 142 9.159471365118558e-15
3 143 4.207145060189987e-15
3 144 2.1804245071527817e-15
3 145 1.2952337376438287e-15
3 146 8.128625384879352e-16
3 147 4.4089436617913683e-16
3 148 2.006915277256349e-16
3 149 6.647056186342238e-17
3 150 1.555489052753231e-17
3 151 1.2818279603451405e-16
3 152 3.0751168257823275e-16
3 153 6.120713140745603e-16
3 154 8.115060661272916e-16
3 155 5.902006259842645e-16
3 156 3.0000343350285946e-16
3 157 1.260064725451851e-16
3 158 6.04723783215259e-17
3 159 3.456876898958325e-17
3 160 2.1380929154151562e-17
3 161 1.2906689243241014e-17
3 162 6.6288935264989374e-18
3 163 2.894104976546575e-18
3 164 8.746505932930067e-19
3 165 2.3816589084463886e-19
3 166 2.9728949456225353e-16
3 167 6.843380052954703e-16
3 168 1.3404828950745e-15
3 169 1.8076632894009703e-15
3 170 1.2722724588200785e-15
3 171 6.472935570050638e-16
3 172 2.836091246685295e-16
3 173 1.425687167306067e-16
3 174 7.584039759033083e-17
3 175 4.50046404953644e-17
3 176 2.787007314380247e-17
3 177 1.5051049911507095e-17
3 178 6.6366455779223035e-18
3 179 1.9885382863086113e-18
3 180 5.3833315457426665e-19
3 181 1.5730475174120419e-15
3 182 3.753310896044291e-15
3 183 7.302823737204648e-15
3 184 9.631179022493417e-15
3 185 6.6481317975133975e-15
3 186 3.4742147107759434e-15
3 187 1.539115624960223e-15
3 188 7.594014647643785e-16
3 189 4.181340731155851e-16
3 190 2.5202972212729485e-16
3 191 1.4940963173881471e-16
3 192 7.983612501304443e-17
3 193 3.5357069569131255e-17
3 194 1.0169224442358606e-17
3 195 2.601498473938581e-18
3 196 3.994241299940458e-15
3 197 9.069173171155874e-15
3 198 1.758794805366691e-14
3 199 2.5850756762389107e-14
3 200 1.76881123274606e-14
3 201 8.770241412490761e-15
3 202 3.830029501076448e-15
3 203 1.916220639063042e-15
3 204 1.0237201488107245e-15
3 205 6.276759652816491e-16
3 206 3.8006327622745954e-16
3 207 1.9644101363311244e-16
3 208 8.477540901794945e-17
3 209 2.4510768460959725e-17
3 210 6.297267558070644e-18
3 211 5.403254981805028e-15
3 212 1.2501982235311656e-14
3 213 2.4642953616258134e-14
3 214 3.354319240324467e-14
3 215 2.29006010903103e-14
3 216 1.1681576482014057e-14
3 217 5.1783163207771455e-15
3 218 2.47767087000344e-15
3 219 1.4209809607897966e-15
3 220 8.505155262779442e-16
3 221 5.234428207404937e-16
3 222 2.7070086368514447e-16
3 223 1.1395910669507157e-16
3 224 3.282733200155816e-17
3 225 8.080566438744558e-18
4 1 1.899894520092004e-09
4 2 4.251914846249287e-09
4 3 8.346074264355847e-09
4 4 4.911519922050371e-07
4 5 6.478934839178614e-09
4 6 1.6117865876924105e-09
4 7 3.3963646550764074e-10
4 8 8.15258762294479e-11
4 9 2.5041622273256945e-11
4 10 8.608472399408673e-12
4 11 2.9097924549183954e-12
4 12 8.614121299440026e-13
4 13 2.4881430990844763e-13
4 14 4.801402139646161e-14
4 15 9.319718686660485e-15
4 16 5.051657892343039e-12
4 17 1.1308042104908587e-11
4 18 2.312999417921739e-11
4 19 3.386195583119123e-11
4 20 2.28027122912788e-11
4 21 1.000063687633084e-11
4 22 3.7244075316559484e-12
4 23 1.4301812931518725e-12
4 24 5.424327035535238e-13
4 25 2.0948526711643637e-13
4 26 9.778835391114118e-14
4 27 4.793403370650881e-14
4 28 2.2205297207957882e-14
4 29 9.944876323665463e-15
4 30 3.6397795693632065e-15
4 31 6.632118990154894e-12
4 32 1.585802407028332e-11
4 33 3.096925717825591e-11
4 34 4.56945946763908e-11
4 35 3.133373449715264e-11
4 36 1.1958178973137947e-11
4 37 4.918154938043519e-12
4 38 1.7823990504296034e-12
4 39 6.382664242393177e-13
4 40 2.664886394382536e-13
4 41 1.2262045139122317e-13
4 42 5.898227672314841e-14
4 43 2.817488831169287e-14
4 44 1.2114693768453567e-14
4 45 4.094724996089051e-15
4 46 7.915254746242806e-12
4 47 1.8872026554909676e-11
4 48 3.869804274504856e-11
4 49 5.587424074170648e-11
4 50 3.6519319824940835e-11
4 51 1.6149836866470344e-11
4 52 5.7757623308295244e-12
4 53 2.194031895859356e-12
4 54 7.835186795214784e-13
4 55 3.1625647248338785e-13
4 56 1.4990897826808312e-13
4 57 7.266814320673407e-14
4 58 3.427425907262487e-14
4 59 1.4558679618633404e-14
4 60 4.955515170944123e-15
4 61 9.277764507251433e-12
4 62 1.988365893593679e-11
4 63 4.2804314989679086e-11
4 64 6.22745992883048e-11
4 65 4.152204137722802e-11
4 66 1.654274444133597e-11
4 67 6.450055760298273e-12
4 68 2.355936932551041e-12
4 69 8.393136741606781e-13
4 70 3.3271259292940905e-13
4 71 1.6318553542044952e-13
4 72 7.657395436063398e-14
4 73 3.637287430276986e-14
4 74 1.5367572217294785e-14
4 75 4.986180590986152e-15
4 76 3.00026192657259e-16
4 77 7.384097905882957e-16
4 78 1.5616327618910654e-15
4 79 2.4674406737419436e-15
4 80 2.4990131296180448e-15
4 81 1.4379960184070102e-15
4 82 6.339208938140677e-16
4 83 2.7107009801555434e-16
4 84 1.4129746007082025e-16
4 85 8.497426951648006e-17
4 86 5.3811148034753255e-17
4 87 2.97681332832765e-17
4 88 1.4265416836525964e-17
4 89 4.701247676286442e-18
4 90 1.2602841173224532e-18
4 91 6.738544991766667e-16
4 92 1.6063904145992105e-15
4 93 3.4333151662815712e-15
4 94 5.902047489434573e-15
4 95 5.531355769614872e-15
4 96 3.173409648210984e-15
4 97 1.4551066141012868e-15
4 98 6.314710800153027e-16
4 99 3.325522822169786e-16
4 100 1.9354199960926883e-16
4 101 1.1863774164205046e-16
4 102 6.78289898806438e-17
4 103 3.0002190894989303e-17
4 104 1.0274772880125166e-17
4 105 2.664895929452256e-18
4 106 3.943639910899458e-15
4 107 9.397962027029321e-15
4 108 1.9518280170106787e-14
4 109 3.1355042519523914e-14
4 110 3.011605098252791e-14
4 111 1.7952008508917265e-14
4 112 7.796439779869385e-15
4 113 3.3111755657075864e-15
4 114 1.7588963230237448e-15
4 115 1.0239763776416634e-15
4 116 6.255542419019305e-16
4 117 3.5650110139210444e-16
4 118 1.6230464978893415e-16
4 119 5.516363289163293e-17
4 120 1.3593831943479718e-17
4 121 1.0250876122207404e-14
4 122 2.3781656868718982e-14
4 123 4.9482600710618026e-14
4 124 7.649433707233167e-14
4 125 7.97029542268455e-14
4 126 4.193377994977488e-14
4 127 1.9038091764271234e-14
4 128 8.314572285555119e-15
4 129 4.355713869892436e-15
4 130 2.6095363445924146e-15
4 131 1.624257114509466e-15
4 132 8.907142516202399e-16
4 133 4.12167204551313e-16
4 134 1.3287806891685853e-16
4 135 3.236380933864745e-17
4 136 1.295392279514538e-14
4 137 3.0009290135252516e-14
4 138 6.074272376154822e-14
4 139 1.0249170461131193e-13
4 140 9.546127582566558e-14
4 141 5.5799354177388977e-14
4 142 2.479514082856019e-14
4 143 1.1187426467836344e-14
4 144 5.774532703017181e-15
4 145 3.4504792335276315e-15
4 146 2.162854210225877e-15
4 147 1.174983118909302e-15
4 148 5.343383943551775e-16
4 149 1.7713633082054903e-16
4 150 4.139252881785535e-17
4 151 1.7654073775826236e-16
4 152 4.3229804888323516e-16
4 153 9.070733338013442e-16
4 154 1.3860255060308373e-15
4 155 1.4006628426085422e-15
4 156 7.70464726381942e-16
4 157 3.4157897932490916e-16
4 158 1.6063590084680284e-16
4 159 9.154124579711003e-17
4 160 5.729540332660645e-17
4 161 3.434403818409273e-17
4 162 1.766639231453528e-17
4 163 7.70537733766793e-18
4 164 2.3312636443701274e-18
4 165 6.336612181447653e-19
4 166 4.1059151947960114e-16
4 167 9.64731813864475e-16
4 168 1.9920231991766747e-15
4 169 3.0946378091202723e-15
4 170 3.017011086121366e-15
4 171 1.661772883742074e-15
4 172 7.680571903417881e-16
4 173 3.787272219845709e-16
4 174 2.0084074392646803e-16
4 175 1.1988863748430999e-16
4 176 7.416095846611966e-17
4 177 4.0111695128634053e-17
4 178 1.7669745655801325e-17
4 179 5.300003272121214e-18
4 180 1.4323474491727903e-18
4 181 2.167912543325561e-15
4 182 5.279834539646476e-15
4 183 1.0829526944749111e-14
4 184 1.6458582391761256e-14
4 185 1.5774234200646506e-14
4 186 8.921768933424702e-15
4 187 4.1713611520351994e-15
4 188 2.0172588427067393e-15
4 189 1.1072668545648546e-15
4 190 6.713468100391899e-16
4 191 3.97571420508806e-16
4 192 2.1276769024811833e-16
4 193 9.413613521323705e-17
4 194 2.7104492304962e-17
4 195 6.921559450605853e-18
4 196 5.49269069750683e-15
4 197 1.2729904626961178e-14
4 198 2.6025718822640426e-14
4 199 4.409559010128095e-14
4 200 4.199547697099245e-14
4 201 2.252823623996187e-14
4 202 1.0388229883305979e-14
4 203 5.090049604836616e-15
4 204 2.710836192581733e-15
4 205 1.671884281059995e-15
4 206 1.0113279578111303e-15
4 207 5.235286590358002e-16
4 208 2.257087202811514e-16
4 209 6.533141715251649e-17
4 210 1.675398855458498e-17
4 211 7.424944291056341e-15
4 212 1.7535714327262817e-14
4 213 3.6439539256447625e-14
4 214 5.718280439283629e-14
4 215 5.4382618802219217e-14
4 216 3.000937317293299e-14
4 217 1.4051761458377989e-14
4 218 6.58135514603664e-15
4 219 3.7627521601451025e-15
4 220 2.2653958678582135e-15
4 221 1.3928528169411832e-15
4 222 7.21436737185267e-16
4 223 3.0340792472151116e-16
4 224 8.749932164391401e-17
4 225 2.1498264626296623e-17
5 1 2.7381434087617737e-10
5 2 7.502146226138955e-10
5 3 2.2053779427618696e-09
5 4 6.478934839178614e-09
5 5 1.838884482335607e-07
5 6 4.381380565335222e-09
