225 225
1 108 5.850157406525147e-14
1 109 9.107369299229251e-14
1 110 8.229958542112912e-14
1 111 7.542903874754349e-14
1 112 5.338345981185842e-14
1 113 2.7824016838253005e-14
1 114 1.146924087825473e-14
1 115 4.563337991884797e-15
1 116 1.9897897676955696e-15
1 117 1.0694725069159845e-15
1 118 6.00807740918085e-16
1 119 3.177850486505281e-16
1 120 1.4893593851475364e-16
1 121 1.3920340632643778e-14
1 122 3.224968498396671e-14
1 123 6.73625707976442e-14
1 124 9.922877240188605e-14
1 125 1.0108541784034187e-13
1 126 8.690876214330117e-14
1 127 5.836235248679112e-14
1 128 3.091130605198375e-14
1 129 1.3120398161568968e-14
1 130 5.236532299000587e-15
1 131 2.2900263598874723e-15
1 132 1.1943197798849607e-15
1 133 6.56193703459699e-16
1 134 3.592526160758043e-16
1 135 1.711060244428895e-16
1 136 1.4586502897853648e-14
1 137 3.4414481439329395e-14
1 138 6.904441384953699e-14
1 139 1.0813217799835824e-13
1 140 1.0244366254540097e-13
1 141 8.752852053995518e-14
1 142 6.154060646290849e-14
1 143 3.408471648642863e-14
1 144 1.46140608393043e-14
1 145 5.3202597037374725e-15
1 146 2.4433534864111534e-15
1 147 1.2006863755234055e-15
1 148 6.944891804065286e-16
1 149 3.769064799887461e-16
1 150 1.7492185860611554e-16
1 151 2.6356426850597553e-15
1 152 6.432236131933021e-15
1 153 1.2808843421490025e-14
1 154 1.7981784973231993e-14
1 155 1.6498910334066967e-14
1 156 1.2955843787214363e-14
1 157 7.827064445230269e-15
1 158 4.022992665290246e-15
1 159 1.7643843193244695e-15
1 160 7.360433703565903e-16
1 161 3.7684973499507613e-16
1 162 1.9810159271102827e-16
1 163 1.1183311388179917e-16
1 164 6.030672796273295e-17
1 165 2.6622796535064703e-17
1 166 5.7965767370360474e-15
1 167 1.247103581736693e-14
1 168 2.552879103256059e-14
1 169 3.715419855121891e-14
1 170 3.1705109825862655e-14
1 171 2.451035245709649e-14
1 172 1.541536435691095e-14
1 173 7.66169963749151e-15
1 174 3.2291701108820423e-15
1 175 1.3577707940950212e-15
1 176 6.4647266923691e-16
1 177 3.491672354002614e-16
1 178 1.987022108495717e-16
1 179 1.0160411544923875e-16
1 180 4.7062591241595275e-17
1 181 5.938550742280492e-15
1 182 1.3723413702943579e-14
1 183 2.8679234419997784e-14
1 184 4.0617555189218335e-14
1 185 3.598036048125483e-14
1 186 2.883996664475618e-14
1 187 1.8041809860411202e-14
1 188 9.509403674742779e-15
1 189 3.745515678667966e-15
1 190 1.6211406476481386e-15
1 191 7.662459145948527e-16
1 192 4.254497176092851e-16
1 193 2.3708530507168826e-16
1 194 1.223945606944795e-16
1 195 5.27433216701103e-17
1 196 6.8155215046587645e-15
1 197 1.52884820324367e-14
1 198 3.146795098742101e-14
1 199 4.577113255654059e-14
1 200 4.247980402539876e-14
1 201 3.27655904106686e-14
1 202 2.1083250166490002e-14
1 203 1.0673151483421272e-14
1 204 4.615385966854876e-15
1 205 1.886341895219375e-15
1 206 8.880603447912408e-16
1 207 4.9757742622708e-16
1 208 2.66429139564979e-16
1 209 1.3955372214842253e-16
1 210 6.195037545281668e-17
1 211 6.9658953174367676e-15
1 212 1.6246667526835553e-14
1 213 3.3896204684116006e-14
1 214 5.0433547450262056e-14
1 215 4.514451248841141e-14
1 216 3.488987336211281e-14
1 217 2.183941885013504e-14
1 218 1.1358740867844107e-14
1 219 4.682556941566449e-15
1 220 1.9656955563361402e-15
1 221 9.421275235359722e-16
1 222 5.169088266118062e-16
1 223 2.8239367543803407e-16
1 224 1.4191667206111085e-16
1 225 6.188026108370457e-17
2 1 1.3564186372057362e-09
2 2 3.879144228614863e-06
2 3 5.5984593126583754e-09
2 4 6.353274497645016e-09
2 5 1.7963989776295085e-09
2 6 8.234160263778128e-10
2 7 1.7319983256022445e-10
2 8 6.645456689772289e-11
2 9 1.671764899284356e-11
2 10 4.1472982001860576e-12
2 11 1.0369242584133366e-12
2 12 1.7252215876150238e-13
2 13 1.0498246088847185e-13
2 14 1.3785025955491788e-14
2 15 1.6314344572723158e-14
2 16 2.414196532767377e-12
2 17 5.625752890910909e-12
2 18 1.0046583607877138e-11
2 19 1.1862322653436648e-11
2 20 4.355079935200658e-12
2 21 2.598175809461406e-12
2 22 1.178951302805419e-12
2 23 6.450734804849487e-13
2 24 2.9669535620374673e-13
2 25 1.1550213788447627e-13
2 26 4.4579314796771534e-14
2 27 1.972873171090068e-14
2 28 1.0843588532314512e-14
2 29 6.069605014271645e-15
2 30 3.136508719074834e-15
2 31 3.1405058887925614e-12
2 32 7.31821203786837e-12
2 33 1.4262444696375262e-11
2 34 1.593811053378066e-11
2 35 5.565356367449706e-12
2 36 3.459315318287507e-12
2 37 1.5624007214675865e-12
2 38 8.853551535948469e-13
2 39 3.834763781940569e-13
2 40 1.4682164849277304e-13
2 41 5.497724321542201e-14
2 42 2.4376632352087895e-14
2 43 1.3864723671419529e-14
2 44 7.127867447539343e-15
2 45 3.6508359113689e-15
2 46 4.189652361949055e-12
2 47 9.372097707586626e-12
2 48 1.7382540868185977e-11
2 49 1.9760135481014966e-11
2 50 6.827498880050636e-12
2 51 4.214336375121315e-12
2 52 1.8781605527605607e-12
2 53 1.0006873095854314e-12
2 54 4.302094386818231e-13
2 55 1.660174875416625e-13
2 56 6.352559777782846e-14
2 57 2.910551317116964e-14
2 58 1.5362359476394727e-14
2 59 8.185711248203292e-15
2 60 4.1148538852871835e-15
2 61 4.5013964793655e-12
2 62 1.030298534593993e-11
2 63 1.9592861324418318e-11
2 64 2.2365148918005755e-11
2 65 7.521781983071096e-12
2 66 4.750464021256231e-12
2 67 1.983634702326909e-12
2 68 1.0737475342731284e-12
2 69 4.556098382387792e-13
2 70 1.7655621064648095e-13
2 71 6.7637488575713e-14
2 72 3.017479213278809e-14
2 73 1.6402884995901722e-14
2 74 8.688655696031204e-15
2 75 4.541635576174605e-15
2 76 1.5047834942801297e-14
2 77 3.535608463782838e-14
2 78 6.815588952987531e-14
2 79 1.0621948405301095e-13
2 80 1.0075544357916474e-13
2 81 8.746715004248186e-14
2 82 5.6614466173529995e-14
2 83 3.189348960155466e-14
2 84 1.3530140592635327e-14
2 85 5.029710623126099e-15
2 86 2.165685861021767e-15
2 87 1.2052715244323034e-15
2 88 6.792679011428108e-16
2 89 4.0529689319845864e-16
2 90 2.0368872123230461e-16
2 91 2.43874211517236e-14
2 92 5.851864617209549e-14
2 93 1.2001980590471307e-13
2 94 1.8252276374675472e-13
2 95 1.7597828083024173e-13
2 96 1.4832134297193989e-13
2 97 1.0325754471585957e-13
2 98 5.780986414504405e-14
2 99 2.370852645130324e-14
2 100 9.27649821580214e-15
2 101 3.9001424876593e-15
2 102 2.1903023500304647e-15
2 103 1.2527144596734717e-15
2 104 6.891653072681668e-16
2 105 3.5026932852565175e-16
2 106 2.9081394188199634e-14
2 107 6.668685033685453e-14
2 108 1.3899316754320736e-13
2 109 2.205721138126688e-13
2 110 2.0731155002881527e-13
2 111 1.9134046278276424e-13
2 112 1.362016398032865e-13
2 113 7.137776284503233e-14
2 114 2.937568562147418e-14
2 115 1.1681741668850662e-14
2 116 5.093935756552403e-15
2 117 2.7378424993690756e-15
2 118 1.538060357150853e-15
2 119 8.133611238179035e-16
2 120 3.813240261803024e-16
2 121 3.274764374021948e-14
2 122 7.607237821792621e-14
2 123 1.600426202171907e-13
2 124 2.4031819557867333e-13
2 125 2.546321831237785e-13
2 126 2.2046041365864546e-13
2 127 1.4890488884105644e-13
2 128 7.929823196971926e-14
2 129 3.3604714373107763e-14
2 130 1.3405063698601134e-14
2 131 5.862551224245442e-15
2 132 3.057451855086761e-15
2 133 1.6798479757245433e-15
2 134 9.194958571864004e-16
2 135 4.3808670307991235e-16
2 136 3.431459891120874e-14
2 137 8.117835505055986e-14
2 138 1.640374299079704e-13
2 139 2.6187948422856656e-13
2 140 2.580534228710818e-13
2 141 2.2203236991342077e-13
2 142 1.57013899629776e-13
2 143 8.743931058967525e-14
2 144 3.7430364988646185e-14
2 145 1.3619399748704705e-14
2 146 6.255073848584346e-15
2 147 3.0737506469816286e-15
2 148 1.7778840103706815e-15
2 149 9.646802980373218e-16
2 150 4.478565036235745e-16
2 151 6.185964436705093e-15
2 152 1.5136844708231674e-14
2 153 3.035781249165997e-14
2 154 4.3450447283499774e-14
2 155 4.1565581512350315e-14
2 156 3.286205520496462e-14
2 157 1.997715698876554e-14
2 158 1.0323737725007902e-14
2 159 4.518322754241047e-15
2 160 1.8842006683077403e-15
2 161 9.647249413991199e-16
2 162 5.071554663272195e-16
2 163 2.862942802110959e-16
2 164 1.543545410842608e-16
2 165 6.816338496641602e-17
2 166 1.3603656704313262e-14
2 167 2.934526017000271e-14
2 168 6.04994266314332e-14
2 169 8.976985004725447e-14
2 170 7.987414076019932e-14
2 171 6.216898186095724e-14
2 172 3.934542744633941e-14
2 173 1.9662099957687532e-14
2 174 8.269366352256178e-15
2 175 3.47576602166606e-15
2 176 1.6549493998767404e-15
2 177 8.938972806103708e-16
2 178 5.086807080932786e-16
2 179 2.6005457127178545e-16
2 180 1.2049633299888955e-16
2 181 1.393647005553436e-14
2 182 3.22912953300254e-14
2 183 6.796352953315996e-14
2 184 9.81350080992578e-14
2 185 9.06446014803045e-14
2 186 7.315052484461943e-14
2 187 4.604924098715056e-14
2 188 2.440414518991233e-14
2 189 9.591620835842913e-15
2 190 4.149969199822504e-15
2 191 1.961563988763051e-15
2 192 1.0891876109507134e-15
2 193 6.069421558835697e-16
2 194 3.132673777679135e-16
2 195 1.3504099734568127e-16
2 196 1.5994246608267703e-14
2 197 3.597326170295471e-14
2 198 7.457095119975308e-14
2 199 1.1058438022606039e-13
2 200 1.070184387100781e-13
2 201 8.310743640502865e-14
2 202 5.381225313769314e-14
2 203 2.7390919331509767e-14
2 204 1.1819192323407676e-14
2 205 4.8288605072082805e-15
2 206 2.2734040309803832e-15
2 207 1.2738413230249985e-15
2 208 6.820629436126397e-16
2 209 3.5718596599737255e-16
2 210 1.58614253069661e-16
2 211 1.6347051153783043e-14
2 212 3.822763718556479e-14
2 213 8.032484692318187e-14
2 214 1.2184825176053158e-13
2 215 1.1373155565981716e-13
2 216 8.849546081648989e-14
2 217 5.574232185176627e-14
2 218 2.9150444720176196e-14
2 219 1.1991200447915848e-14
2 220 5.031998770043161e-15
2 221 2.4118138950614303e-15
2 222 1.323331570565272e-15
2 223 7.22932448185001e-16
2 224 3.6323388385675283e-16
2 225 1.5843474769319218e-16
3 1 2.440279715654448e-09
3 2 5.5984593126583754e-09
3 3 1.4605797280304337e-06
3 4 1.2380823929035947e-08
3 5 4.7071787337844404e-09
3 6 1.8711848135299758e-09
3 7 4.770809131884017e-10
3 8 1.604295745749866e-10
3 9 3.96898732791739e-11
3 10 9.21022214580695e-12
3 11 2.3487823421957688e-12
3 12 5.094751910117453e-13
3 13 2.4396003203032023e-13
3 14 5.2251044067645245e-14
3 15 3.379134052282895e-14
3 16 4.367729757931144e-12
3 17 1.0243767313088926e-11
3 18 1.8619851631372874e-11
3 19 2.3304423217613706e-11
3 20 1.1104239577041884e-11
3 21 6.023961840326896e-12
3 22 2.9698585427154255e-12
3 23 1.5626945041938134e-12
3 24 7.219729075505699e-13
3 25 2.7950387929253806e-13
3 26 1.0823425720558832e-13
3 27 4.822269970691455e-14
3 28 2.6382251982678128e-14
3 29 1.4814615523734096e-14
3 30 7.625017135800238e-15
3 31 5.675593946316841e-12
3 32 1.3310442257248251e-11
3 33 2.639916610164879e-11
3 34 3.126781696140617e-11
3 35 1.4251646110852415e-11
3 36 8.003216184299406e-12
3 37 3.9527180163759775e-12
3 38 2.144518268623358e-12
3 39 9.327279486959272e-13
3 40 3.5496504003294574e-13
3 41 1.3342017500557782e-13
3 42 5.960964722331721e-14
3 43 3.372934512084652e-14
3 44 1.7402356662359523e-14
3 45 8.873890240669749e-15
3 46 7.564030684454657e-12
3 47 1.7028859421284397e-11
3 48 3.213782190598323e-11
3 49 3.8716774836960565e-11
3 50 1.7557802210143574e-11
3 51 9.729070627216376e-12
3 52 4.7707422777953176e-12
3 53 2.4235967504344302e-12
3 54 1.045944464230112e-12
3 55 4.010458032127218e-13
3 56 1.5410454823033379e-13
3 57 7.120086931339671e-14
3 58 3.736943124460184e-14
3 59 1.9989962715975048e-14
3 60 1.0000209617339582e-14
3 61 8.121954414358019e-12
3 62 1.870812049014824e-11
3 63 3.6200988395502364e-11
3 64 4.378769191352482e-11
3 65 1.9397103234463137e-11
3 66 1.0953439206929995e-11
3 67 5.049969872274857e-12
3 68 2.6003747997914476e-12
3 69 1.107424893506007e-12
3 70 4.2633125874433626e-13
3 71 1.6404663767902245e-13
3 72 7.383096597582312e-14
3 73 3.989869539326389e-14
3 74 2.1221025311908305e-14
3 75 1.1036498448873853e-14
3 76 2.973340193658066e-14
3 77 7.036429204269396e-14
3 78 1.381722844039144e-13
3 79 2.259211210453112e-13
3 80 2.3510024855080857e-13
3 81 2.0878471508378156e-13
3 82 1.3712159183537123e-13
3 83 7.73387456244798e-14
3 84 3.30546907522247e-14
3 85 1.2247033374136464e-14
3 86 5.2756754231430094e-15
3 87 2.935752860031974e-15
3 88 1.6540644509538394e-15
3 89 9.870396585537375e-16
3 90 4.95816207132477e-16
3 91 4.817521395567815e-14
3 92 1.164309168287745e-13
3 93 2.432504671642643e-13
3 94 3.8811518385789465e-13
3 95 4.106044417561644e-13
3 96 3.540365665773612e-13
3 97 2.5010522409468515e-13
3 98 1.4018435364015705e-13
3 99 5.792394832849005e-14
3 100 2.2587075526421887e-14
3 101 9.500911383189644e-15
3 102 5.3350712288507834e-15
3 103 3.0504489393405745e-15
3 104 1.6783632062367049e-15
3 105 8.526181072257472e-16
3 106 5.744297814958194e-14
3 107 1.3267152585616278e-13
3 108 2.8168061527377587e-13
3 109 4.689854281590089e-13
3 110 4.837062885191093e-13
3 111 4.567182559796146e-13
3 112 3.2990631147210576e-13
3 113 1.7308605704030006e-13
3 114 7.17709819871429e-14
3 115 2.844306644179831e-14
3 116 1.240905685557658e-14
3 117 6.668760254664219e-15
3 118 3.745287442836522e-15
3 119 1.98082607454274e-15
3 120 9.282099097990268e-16
3 121 6.468125118693192e-14
3 122 1.5133550557285474e-13
3 123 3.2432094943596594e-13
3 124 5.109433954019661e-13
3 125 5.941107464365191e-13
3 126 5.262235330946878e-13
3 127 3.6067996756544e-13
3 128 1.9229288832326865e-13
3 129 8.210429761296343e-14
3 130 3.2638862304638635e-14
3 131 1.4281453413172327e-14
3 132 7.447261352041667e-15
3 133 4.090550703772956e-15
3 134 2.239303536465781e-15
3 135 1.0663796100517507e-15
3 136 6.777514896054111e-14
3 137 1.6149057950012116e-13
3 138 3.3241091416543533e-13
3 139 5.567766718358492e-13
3 140 6.020915607706423e-13
3 141 5.29975006466014e-13
3 142 3.803229738082394e-13
3 143 2.1203453846604315e-13
3 144 9.145156630909313e-14
3 145 3.316067101801545e-14
3 146 1.523766174152143e-14
3 147 7.48696315154265e-15
3 148 4.329275705832457e-15
3 149 2.349344324959628e-15
3 150 1.0901608145751836e-15
3 151 1.2139582558447768e-14
3 152 2.991705713133362e-14
3 153 6.111808295669412e-14
3 154 9.18396133556059e-14
3 155 9.695583245507066e-14
3 156 7.843579424588777e-14
3 157 4.8450574268908605e-14
3 158 2.5038720150114147e-14
3 159 1.1039699788053604e-14
3 160 4.586670045226724e-15
3 161 2.3499106030365976e-15
3 162 1.2353296130912591e-15
3 163 6.971472899401939e-16
3 164 3.759218023899412e-16
3 165 1.6591528335119608e-16
3 166 2.6690004003589967e-14
3 167 5.798511356658381e-14
3 168 1.2177071633513022e-13
3 169 1.8969856451003404e-13
3 170 1.8630826457853458e-13
3 171 1.4838376922337165e-13
3 172 9.543123606096113e-14
3 173 4.768796198098748e-14
3 174 2.020575878838854e-14
3 175 8.460697077693893e-15
3 176 4.0311949023700725e-15
3 177 2.177364940130058e-15
3 178 1.2386749157092567e-15
3 179 6.333503694810638e-16
3 180 2.9329689200100867e-16
3 181 2.7340894831126138e-14
3 182 6.380143768104608e-14
3 183 1.367841752440549e-13
3 184 2.0735990997085558e-13
3 185 2.1142843549473956e-13
3 186 1.7459342939850284e-13
3 187 1.1169373588451223e-13
3 188 5.91893631962424e-14
3 189 2.3437013823733562e-14
3 190 1.0101728545416343e-14
3 191 4.778063646289577e-15
3 192 2.6530589129256405e-15
3 193 1.4779489827535518e-15
3 194 7.629484015321806e-16
3 195 3.28699277844911e-16
3 196 3.137634212092629e-14
3 197 7.107291185241458e-14
3 198 1.5007427866874582e-13
3 199 2.336540994537953e-13
3 200 2.4961872304383096e-13
3 201 1.9835754597144048e-13
3 202 1.3052511516567983e-13
3 203 6.643355321340358e-14
3 204 2.888038110402883e-14
3 205 1.1754179447804444e-14
3 206 5.537660463047515e-15
3 207 3.1028438683123988e-15
3 208 1.6608738040639812e-15
3 209 8.69910721717197e-16
3 210 3.860779368367769e-16
3 211 3.206798805389736e-14
3 212 7.552581452118431e-14
3 213 1.6165159539345895e-13
3 214 2.574499093481225e-13
3 215 2.652764402579965e-13
3 216 2.1121726780788828e-13
3 217 1.352072191492519e-13
3 218 7.07011199443828e-14
3 219 2.930078120354129e-14
3 220 1.224862268750975e-14
3 221 5.874806450028318e-15
3 222 3.2233938765573288e-15
3 223 1.7603941237188615e-15
3 224 8.846403387856284e-16
3 225 3.856409203955877e-16
4 1 2.7116374339116563e-09
4 2 6.353274497645016e-09
4 3 1.2380823929035947e-08
4 4 5.840966986049671e-07
4 5 1.178396430294423e-08
4 6 4.292074599941847e-09
4 7 1.3719403986036784e-09
4 8 3.997100155928926e-10
4 9 9.415559649910316e-11
4 10 2.0610049037239144e-11
4 11 5.1727856483320765e-12
4 12 1.5573294453672626e-12
4 13 5.679955792294249e-13
4 14 1.8662502724065483e-13
4 15 6.841319528353748e-14
4 16 4.964700467080117e-12
4 17 1.1899631488244217e-11
4 18 2.2927718247228513e-11
4 19 3.4045871723875915e-11
4 20 2.7076269539926674e-11
4 21 1.4016334016300323e-11
4 22 7.68397533491644e-12
4 23 3.868621807772274e-12
4 24 1.7803369614848696e-12
4 25 6.930631711660531e-13
4 26 2.6792490528720603e-13
4 27 1.2061108930649364e-13
4 28 6.557090359203756e-14
4 29 3.6970620060383246e-14
4 30 1.8946023435788887e-14
4 31 6.424304423256708e-12
4 32 1.53960379345228e-11
4 33 3.236467026582603e-11
4 34 4.548104152479253e-11
4 35 3.4910044828340086e-11
4 36 1.8587719693964967e-11
4 37 1.0282861772399905e-11
4 38 5.3097045882029316e-12
4 39 2.2985526069854316e-12
4 40 8.792847657338261e-13
4 41 3.3005026087290574e-13
4 42 1.4917469503175005e-13
4 43 8.382024712389091e-14
4 44 4.344477628030011e-14
4 45 2.2044932386762244e-14
4 46 8.52883855494753e-12
4 47 1.961983907012398e-11
4 48 3.9240306827669264e-11
4 49 5.6095072875408393e-11
4 50 4.320446644938856e-11
4 51 2.2557701757823452e-11
4 52 1.2473640238785809e-11
4 53 6.001191950816469e-12
4 54 2.576012168177081e-12
4 55 9.924870596408725e-13
4 56 3.809983477490217e-13
4 57 1.7826872248829818e-13
4 58 9.285499187842377e-14
4 59 4.991830103773099e-14
4 60 2.4838559701692992e-14
4 61 9.135937222373642e-12
4 62 2.1502662757479853e-11
4 63 4.4090011224455084e-11
4 64 6.329500880633335e-11
4 65 4.787064367219268e-11
4 66 2.5367131542087864e-11
4 67 1.3240209606890217e-11
4 68 6.43902380531396e-12
4 69 2.7265674278902275e-12
4 70 1.0545435354647489e-12
4 71 4.054660212644899e-13
4 72 1.8489836921638509e-13
4 73 9.913345861734588e-14
4 74 5.3001358282238115e-14
4 75 2.7409848246732463e-14
4 76 4.492131624088426e-14
4 77 1.0836532346932407e-13
4 78 2.2325132566019463e-13
4 79 4.092800526210762e-13
4 80 5.182800583182701e-13
4 81 4.953197153536876e-13
4 82 3.3649675309268773e-13
4 83 1.9141289153738993e-13
4 84 8.192300190379366e-14
4 85 3.060473274377038e-14
4 86 1.3118697566183633e-14
4 87 7.309856084907945e-15
4 88 4.1156025545198705e-15
4 89 2.456286518218579e-15
4 90 1.2337377739495954e-15
4 91 7.27248862434804e-14
4 92 1.7916741735893177e-13
4 93 3.9272381113344153e-13
4 94 7.026366856459142e-13
4 95 9.049879591951321e-13
4 96 8.398786105648399e-13
4 97 6.138156501189917e-13
4 98 3.4698282934556807e-13
4 99 1.4356155961762838e-13
4 100 5.644583989255159e-14
4 101 2.3624670257116413e-14
4 102 1.3284091442174995e-14
4 103 7.590041677924005e-15
4 104 4.176687333198429e-15
4 105 2.121566936349895e-15
4 106 8.669318549834824e-14
4 107 2.0410680961471852e-13
4 108 4.5465499458667657e-13
4 109 8.488592496229552e-13
4 110 1.066035077951492e-12
4 111 1.0834552632848038e-12
4 112 8.096901672436328e-13
4 113 4.2843101953913647e-13
4 114 1.778816820547246e-13
4 115 7.108188380056168e-14
4 116 3.0855712036684925e-14
4 117 1.66046018964142e-14
4 118 9.318915236065344e-15
4 119 4.92938642487633e-15
4 120 2.3096618206255535e-15
4 121 9.76009839130871e-14
4 122 2.3278160131854176e-13
4 123 5.233950460783538e-13
4 124 9.246731006187437e-13
4 125 1.309296686149761e-12
4 126 1.2483291535525159e-12
4 127 8.852354129829363e-13
4 128 4.759797044057995e-13
4 129 2.0349313664479457e-13
4 130 8.156809875902426e-14
4 131 3.551130783375266e-14
4 132 1.8543062295613302e-14
4 133 1.0177987335703897e-14
4 134 5.5726249835503546e-15
4 135 2.6534690880397247e-15
4 136 1.0226458030889314e-13
4 137 2.4838997833945546e-13
4 138 5.364254653608248e-13
4 139 1.0075781371417421e-12
4 140 1.326867749905266e-12
4 141 1.2572253732614776e-12
4 142 9.334515999109243e-13
4 143 5.248484822034128e-13
4 144 2.2666030727655872e-13
4 145 8.287231215630726e-14
4 146 3.788889254604343e-14
4 147 1.8641933330839645e-14
4 148 1.0771974914081488e-14
4 149 5.846468590539519e-15
4 150 2.712643794801932e-15
4 151 1.7962241179824135e-14
4 152 4.513116404503785e-14
4 153 9.679745383993486e-14
4 154 1.636403932565453e-13
4 155 2.1301043643180435e-13
4 156 1.861265994400211e-13
4 157 1.1919164144120268e-13
4 158 6.202951060620427e-14
4 159 2.7360188000866305e-14
4 160 1.1455624857946697e-14
4 161 5.843395894683401e-15
4 162 3.0757154397076945e-15
4 163 1.7345906113787403e-15
4 164 9.355270791077145e-16
4 165 4.1283715003265923e-16
4 166 3.946215377205624e-14
4 167 8.740781207843186e-14
4 168 1.9271634079720103e-13
4 169 3.3778915334168753e-13
4 170 4.0924058784172704e-13
4 171 3.52103963462072e-13
4 172 2.3479786363048463e-13
4 173 1.1815034708752188e-13
4 174 5.0077400767370006e-14
4 175 2.1131823040474478e-14
4 176 1.0023891829999324e-14
4 177 5.4212225390264286e-15
4 178 3.081974996414965e-15
4 179 1.5761759171535132e-15
4 180 7.297928458063085e-16
4 181 4.041486078832552e-14
4 182 9.61525132277733e-14
4 183 2.1642475426116637e-13
4 184 3.6916229055465903e-13
4 185 4.643916281901135e-13
4 186 4.1429429541616556e-13
4 187 2.7482159235995226e-13
4 188 1.4665026638527187e-13
4 189 5.808585939023234e-14
4 190 2.52506702908915e-14
4 191 1.1880942514582187e-14
4 192 6.605622305439547e-15
4 193 3.677316369082159e-15
4 194 1.89870022748634e-15
4 195 8.178823006434373e-16
4 196 4.637280694962212e-14
4 197 1.070942351179211e-13
4 198 2.3741671097453136e-13
4 199 4.1591838658858973e-13
4 200 5.482536303587544e-13
4 201 4.706823048749087e-13
4 202 3.211648553294236e-13
4 203 1.6460202237577265e-13
4 204 7.157676600482756e-14
4 205 2.938148972139283e-14
4 206 1.3769650137974998e-14
4 207 7.725512812423208e-15
4 208 4.132454170012445e-15
4 209 2.1648922997723674e-15
4 210 9.606539906796607e-16
4 211 4.739289079755382e-14
4 212 1.1379884566242345e-13
4 213 2.557206422001612e-13
4 214 4.582586017294384e-13
4 215 5.826371850042072e-13
4 216 5.011964738426568e-13
4 217 3.3268815916679784e-13
4 218 1.751767487803449e-13
4 219 7.261872949049328e-14
4 220 3.061751950403251e-14
4 221 1.4607955933898567e-14
4 222 8.025663202121995e-15
4 223 4.38007230285037e-15
4 224 2.2015495322145232e-15
4 225 9.59566555233378e-16
5 1 6.684927955122799e-10
5 2 1.7963989776295085e-09
5 3 4.7071787337844404e-09
5 4 1.178396430294423e-08
5 5 2.420186674426109e-07
